Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Togo,TGO,121151181.819555,126420591.467718,132262679.103656,143283123.446193,166135763.12716,185940578.328574,215107826.126137,230906662.138431,242654497.964957,267990796.080091,252781422.86557,284703816.468244,335434863.534098,406825246.059866,560914755.592516,617301197.567893,619298688.584524,777465722.243589,824321926.427613,891782609.098337,1136299083.18169,962352274.46098,821617676.768926,765738537.968256,718143550.037716,762364796.96174,1060929847.8048,1249084963.59442,1378853112.87779,1352955224.89673,1628432255.14736,1602293605.39122,1692964166.21823,1233508156.38776,982632621.161695,1309378704.22882,1465311925.4739,1498949402.09504,1587350761.33089,1576092231.45135,1329110396.45943,1328031238.67234,1476122551.81424,1758946962.64363,2061009613.09049,2115154592.61257,2202809610.79457,2523461504.25176,3163383040.41634,3156613950.26684,3153400897.31795
Tonga,TON,,,,,,,,,,,,,,,,32506767.9015578,30036429.1824514,34139376.8019516,41567471.6721987,44667002.0120724,53260077.4311091,62242013.3302689,62068161.0711026,60863963.963964,64248354.5414656,60058663.3144773,68195855.6149733,81667133.4546982,106657267.367342,106344854.986095,113563821.577404,132201141.446861,137066290.550071,138489884.393064,193770729.955578,202544669.418196,219586403.712072,212148825.352555,188683875.969878,194664218.928556,188628160.919053,165865871.009386,180853022.912327,207622052.792832,238546865.489957,259662952.070404,294944991.472798,305069407.505754,348011965.56994,326082104.228122,357480587.618048
Trinidad and Tobago,TTO,535673224.327904,584964599.107683,619322827.419811,678239308.674915,711897538.746388,736573167.415826,723739866.336803,761981451.279266,758899968,779200000,821849984,896763389.095539,1083392323.5341,1308786082.34405,2042002020.01944,2442667522.67775,2500420783.85133,3138666541.94726,3562333298.44559,4602416457.1164,6235874738.87527,6849166234.50525,7989791255.84755,7799749663.39913,7756166518.4643,7375999751.95303,4794361300.34053,4797750171.54142,4496806454.11382,4323035497.41176,5068070430.11765,5362823408.94118,5532117353.41176,4584646145.07445,4947205981.57637,5329214154.85283,5759537847.67465,5737751324.18032,6043710211.42719,6808976088.59679,8154315708.34827,8824873155.62584,9008273516.35786,11235960523.0869,12884712295.9948,15982284589.4977,18370220923.8428,21738492063.4921,27132936507.9365,19623019762.8458,20398239270.5549
Tunisia,TUN,,866155455.614084,880027760.809103,1026737632.05627,1025866811.34006,991047619.047619,1040952380.95238,1085714285.71429,1214666666.66667,1289904761.90476,1439238095.2381,1685152604.60491,2237570218.83122,2730787476.28084,3545852328.69808,4328933303.50262,4508139372.17221,5109919571.04558,5968474421.51044,7188899276.68159,8743054698.11088,8428513568.24625,8133538742.82618,8350545840.2699,8254573072.61563,8410185739.96405,9017795297.4069,9696739314.07332,10096292842.1543,10101862385.7077,12290568181.8182,13074782608.6957,15497286295.7938,14608946896.483,15632463424.2784,18030876599.3444,19587322786.1105,18897006962.6548,19812681127.6016,20798853481.7063,19443277157.6567,19988392298.6029,21047411855.8126,24992239037.6407,28129265355.279,28967848882.0355,30962208865.5146,35619594067.1351,40844817790.7637,43522180256.2394,44290655120.1631
Turkey,TUR,13995124535.3392,8017479300.82797,8919043238.27047,10351885924.563,11172953081.8767,11945722171.1131,14119135234.5907,15664673413.0634,17500000000,19466666666.6667,17086956521.7391,16256619963.7997,20431095406.3604,25724381625.4417,35599913836.4328,44633707242.7642,51280134554.2889,58676813687.3681,65147022485.792,89394085658.2038,68789289565.7434,71040020140.4436,64546332580.7583,61678280115.4987,59989909457.8379,67234948264.5987,75728009962.7878,87172789528.3316,90852814004.9918,107143348667.094,150676291094.21,151041248184.246,159095003188.105,180422294772.264,130690172297.297,169485941048.035,181475555282.555,189834649111.257,269287100115.075,249751470869.15,266567531989.763,196005288838.12,232534560774.947,303005302818.309,392166274991.231,482979839237.868,530900094504.725,647155131629.442,730337495197.849,614553921823.292,735263546522.761
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368660560.8757,2988678840.80541,3049945191.0726,3232066836.53467,3197224007.42472,3200539816.0601,3179225948.58114,2561118608.35516,2482228439.71407,2379281767.9558,2450084970.24741,2605688065.08338,2450686659.778,2904662604.82053,3534771968.51189,4462028988.72949,5977440582.80171,6838351088.46688,8104355716.8784,10277598152.4249,12664165103.1895,17017140631.0869,18476842105.2632,21074000000
Turks and Caicos Islands,TCA
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11610697.3912229,12278541.1603415,12567987.3682664,13809433.1411163,15509925.0594041,17823324.9075262,20668617.8454604,20402781.6948448,18044012.2374877,19275460.4987258,16843978.8268989,16114283.3498841,18282479.245447,22907951.8259821,25592939.8786542,26575637.4716488
Uganda,UGA,423145688.927808,441667041.01569,449158317.275995,516315650.872311,589247477.588738,884502338.650021,925381522.392631,967240686.567426,1037379286.07101,1168556666.77932,1259554849.768,1417191702.14533,1490970306.72707,1701817912.2561,2098945009.99877,2359555555.55556,2447300000,2936470588.23529,2420260869.56522,2139025000,1244610000,1337300000,2177500000,2240333333.33333,3615647464.04403,3519695202.59337,3923244143.11761,6269521859.2199,6508931651.38919,5276480932.64279,4304399516.07682,3321729207.85836,2857457785.70851,3220439178.15143,3990430537.18124,5755818793.1142,6044585326.938,6269333313.17108,6584815846.52754,5998563257.94659,6193246632.3273,5840503702.93999,6178563467.08768,6336696288.99936,7940362663.20133,9237336678.03046,9977209198.94292,11916019462.5071,14440830267.2498,15803499656.8617,17010765766.699
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,64087694038.2333,74703517902.6642,82707004265.9254,81456431291.9234,77464043753.2963,73942294099.2892,65648559194.6496,52549555009.5044,48213868185.1625,44558077827.135,50150399813.1328,41883241479.9014,31580639053.2014,31261527363.144,38009344576.6088,42392896031.2394,50132953288.203,64883060725.7003,86142018069.3504,107753069306.931,142719009900.99,180354647630.62,117227769791.56,137929309475.806
United Arab Emirates,ARE,,,,,,,,,,,,,,2852638575.4686,7855320702.45058,9924520473.01793,12857757637.4317,16168370322.8979,15598522460.999,20869824429.9889,29625344050.5592,32917187644.356,30823481151.2988,27852355893.6943,27688096363.4918,27020969429.8347,21674206574.0451,23798958314.6865,23728135785.7489,27453282089.696,33653227968.2983,33919640389.9774,35412694052.5501,35745300971.5725,38268046815.0419,42806864571.426,47993462223.6228,51209479652.5882,48500477900.0416,55193466518.727,70591424755.7073,68676925038.6647,75284685608.6257,88578899739.223,103784073761.03,132999867652.074,163296124473.913,207569781286.572,261347863149.485,230251878598.879
United Kingdom,GBR,72328047042.1588,76694360635.9159,80601939635.2483,85443766670.4279,93387598813.9269,100595782309.165,107090721447.057,111185383409.521,104702736248.084,112676874821.987,124795414230.862,141173077756.145,162199828771.229,183042760583.048,197728221107.994,236425105752.212,227154794968.553,256549448456.306,325122723681.687,422476906819.144,541910295142.924,515030144694.534,490957372466.806,465676822798.242,438830806065.443,464268480492.813,570432424508.942,700547475077.627,851138384916.4,859414267015.707,1012576349431.82,1055844797178.13,1091751491751.49,981097780443.911,1060586164677.07,1157118510336.12,1219541341653.67,1359027504911.59,1455948989731.7,1502556220676.27,1477580571947.34,1470891032100.19,1612056354916.07,1860809795918.37,2202490021604.6,2280113745868.17,2444148618090.22,2810971803142.23,2657482269112.41,2173154245317.56,2246079096749.22
United States,USA,520531181568,539050934272,579748429824,611669508096,656912089088,712081997824,780760514560,825056165888,901455806464,973385170944,1024800000000,1113100000000,1225000000000,1369300000000,1485900000000,1623400000000,1809100000000,2013600000000,2276000000000,2543500000000,2767500000000,3103800000000,3227700000000,3506900000000,3900400000000,4184800000000,4425000000000,4698900000000,5061900000000,5439700000000,5750800000000,5930700000000,6261800000000,6582900000000,6993300000000,7338400000000,7751100000000,8256500000000,8741000000000,9301000000000,9898800000000,10233900000000,10590200000000,11089200000000,11812300000000,12579700000000,13336200000000,13995000000000,14296900000000,14043900000000,14582400000000
Uruguay,URY,1243993176.35404,1549623556.10937,1709221320.65206,1538971681.80418,1974511146.05715,1889185074.97641,1808775748.3991,1598149806.59667,1593701208.51915,2004342741.93548,2137241935.48387,2807342741.93548,2189502774.9206,3964295672.52444,4090252474.21085,3538292267.30118,3667161241.48372,4114664910.57036,4910255622.72032,7181180174.85868,10163020115.7344,11048335541.4933,9178802451.40147,5102281488.72172,4850241442.17643,4732017873.38368,5880112946.89436,7367494222.29317,8213515458.51139,8438951476.06644,9298839655.23138,11206193313.0458,12878157305.7481,15002144584.3663,17474578502.4346,19297663096.5506,20515465834.0682,23969746851.4994,25385928196.3987,23983945190.6167,22823255805.9664,20898788420.0932,13606494599.021,12045627411.0182,13686333821.7864,17362872709.7496,19802235564.2642,23876761050.3711,31176899890.6419,31322414681.6134,40265470148.7255
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13360607990.6751,13800157749.2873,12953800571.0314,13099928531.859,12899074347.3288,13350461532.662,13948892215.5689,14744603773.5849,14988971210.8383,17078465982.0282,13760374487.51,11401351420.1718,9687951055.22541,10134453435.4603,12030023547.8807,14307509838.8053,17030896203.1963,22311393927.8817,27917519210.6579,32816828372.9753,38981605338.3389
Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,119258829.375694,113423182.170216,98746408.9858715,98144643.7513427,110123776.769005,135553759.396906,123698508.817134,118691400.756627,130834146.216786,148545377.858712,144482170.476685,158397406.344716,188869985.157248,196142587.970973,188080372.417814,219260343.349957,233902114.74096,245177629.284462,255890215.734673,271052988.834373,276932016.269611,280776470.776275,267003870.967742,271626880.500696,324750468.944882,376357455.944181,406432100.822183,448572250.593397,544563540.873504,619283529.063456,616110011.007973,728953084.195102
"Venezuela, RB",VEN,8607600068.65332,8923366627.53039,9873397859.35133,10663375513.5473,9113580696.48012,9602944667.73034,10096574669.5538,10472776743.7796,11470909285.1354,11927570676.9238,12993115056.3716,14471557937.6814,15922867181.28,19445932860.3232,29087099933.3312,31413164178.7298,36272315695.3896,42337056974.7077,46507640231.1429,55750554788.6502,67135122863.8752,75498829319.3769,76693647866.3488,78586503425.9931,55952339079.6402,57935742246.6997,58915108093.877,45343793675.9759,58428404473.5592,42142303738.5493,47027508385.0295,51734363023.784,58470358475.8677,58107555298.464,56529904239.4609,74888742183.6846,68258588862.7845,85837385778.751,91338542541.7674,97974136436.6528,117147614565.563,122909734601.322,92889586976.1833,83622191418.9774,112451400422.982,145513489651.872,183477522123.894,226537506287.844,311130615277.131,326132984629.716,387851676867.295
Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,14094688427.6708,26336617864.2018,36658108168.7474,25423812494.3601,6293304847.12214,6471740486.32008,9613369553.85061,9866990096.31871,13180954014.068,16286434094.0185,20736163915.2449,24657470331.5962,26843701136.7266,27209601995.8276,28683658004.771,31172517272.2098,32506754577.0828,35075432958.659,39541252948.2553,45439397789.3533,52931104515.5997,60933124863.1828,71111309691.0617,90273764945.7486,97146622927.7722,103571787096.1
Virgin Islands (U.S.),VIR,24200000,25700000,36900000,41400000,53800000,66500000,84100000,115400000,173800000,211300000,219000000,257000000,307100000,351600000,395400000,399800000,440000000,461800000,512900000,606700032,727800000,821800000,832600000,916899968,985400000,990400000,1035600000,1147800064,1204600064,1343900032,1564700032,1671200000,1770899968,1996000000
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2828493966.94336,3220099898.36001,3361387738.68122,3701277958.81928,3944403662.11971,4168899306.51301,4113261232.92671,3332382199.49359,2832538290.42852,3144395542.913,3606871947.80257,4015865743.74699
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4827824503.20611,5083703647.67677,5755079583.33833,4900925402.09747,3794476777.01548,4236297071.18087,5793813887.51073,6936303759.16959,6318571349.91386,7467832877.38091,9441473354.85227,9459570743.57333,9902721941.30334,11006776814.3178,13873381756.5374,16736795898.3316,19081645676.845,21656550140.1597,26917363956.0592,26365156990.2439
Zambia,ZMB,698739691.80383,682359699.028625,679279700.387133,704339689.333814,822639637.154739,1061193598.89077,1238992526.40941,1340631913.32164,1573730462.47351,1926388380.04446,1788744238.34925,1653226944.29841,1872462656.29705,2434242684.15396,2910800494.25738,2441647353.82227,2663757209.7687,2515067142.9504,2810564386.15673,3353586560.58224,3883923701.23878,4008142069.60934,3871158775.22083,3320520924.89997,2719501332.61596,2252484416.23624,1664402680.79405,2265245102.91412,3728889527.23537,3994585267.83723,3288381745.33209,3376791604.16198,3182810919.61536,3273505269.57726,3346574626.6391,3477642088.77086,3270303736.90422,3910384000.04869,3237203900.11614,3131338936.0931,3237716324.83103,3636936435.69313,3716091408.83291,4373861968.2399,5439176259.81861,7178556949.30104,10702206685.7248,11541428666.2301,14640794797.859,12805027606.3074,16192857209.2883
Zimbabwe,ZWE,1052990383.55293,1096646620.29728,1117601631.85456,1159511744.56909,1217137959.15164,1311435824.75927,1281749476.25316,1397001995.01822,1479599897.7864,1747998819.40252,1884206349.72487,2178716263.57569,2677729443.12756,3309353601.40828,3982161445.74437,4371300708.69762,4318372004.0643,4364382097.68939,4351600473.52502,5177459390.94516,6678868223.74456,8011373807.24043,8539700673.76426,7764066988.97221,6352125901.01569,5637259334.81179,6217523684.22403,6741215094.80463,7814784051.6649,8286322699.20297,8783816665.89571,8641481700.91962,6751472200.85858,6563813295.23382,6890674988.53791,7111270668.88727,8553146596.9839,8529571573.45541,6401968164.10559,6772312400.63432,6606515168.82528,6759128009.549,6291329827.36008,5658028910.71849,5671234225.95235,5583363612.44375,5203343319.96632,5018218225.5691,4416000000,5836000000,7474000000
